# uuid IPESS_J1.0_JD0.2_D7_chi_opt20.json
# J, J_D, D, chi_obs, energy, e_t_dns, e_t_ups, m_0, m_1, m_2, sz_0, sp_0, sm_0, sz_1, sp_1, sm_1, sz_2, sp_2, sm_2, SS_dn_01, SS_dn_12, SS_dn_02, SS_up_01, SS_up_12, SS_up_02, l0_x, l1_x, l2_x
1.0, 0.2, 7, 10, -0.49307984135210475, -0.7396218719488464, -0.7396176521074679, 0.3101763702582105, 0.3101761465254862, 0.3101645658145649, 1.8507920155745074e-05, -0.23759927420456428, -0.23759955821551015, -4.258015343580135e-06, -0.053875836224107965, -0.05387588954753738, -6.206251066640436e-06, 0.2914620775305814, 0.2914623425661841, -0.24654929396426084, -0.24652461979753035, -0.24654795818707875, -0.2465349718639201, -0.24654194120696515, -0.24654073903658244, (0.9999993980934719+0.0010971839834523517j), (0.420581541025703+0.00046145868073828224j), (0.3004265332804588+0.000329631676663684j)
1.0, 0.2, 7, 20, -0.49308249380432795, -0.7396246911153747, -0.7396227902976091, 0.3101673074773219, 0.3101683762198423, 0.31015672843283004, 1.7917094440637393e-05, -0.23759362597643538, -0.23759396944217723, -4.522492535467083e-06, -0.053867269976610635, -0.05386733871502775, -6.216985914187161e-06, 0.2914542676737971, 0.2914547148570336, -0.24655379544254474, -0.24652918495646112, -0.24654171071634892, -0.24653387923714354, -0.24654514261196472, -0.24654376844850093, (0.9998128979511948+0.01934345084087911j), (0.43810555732110473+0.008476060253632086j), (0.3487792911417253+0.006747857307092292j)
1.0, 0.2, 7, 40, -0.49308249636162466, -0.7396247009170873, -0.7396227881677866, 0.31016714255989614, 0.3101681541144678, 0.31015651803538735, 1.7918682754746857e-05, -0.23759376426685047, -0.23759376269577565, -4.529596299069735e-06, -0.053867071994995096, -0.05386707178479233, -6.241590039579568e-06, 0.2914543289292007, 0.2914543225023864, -0.2465540616845368, -0.2465293180467028, -0.24654132118600666, -0.24653418218139184, -0.24654494559421564, -0.24654366039217915, (0.9999998648827929-0.0005198407408676179j), (0.4518820823475499-0.00023490679899763393j), (0.39600377363577116-0.00020585891671695737j)
1.0, 0.2, 7, 80, -0.49308249677937177, -0.7396247015011619, -0.7396227888369533, 0.3101671402929621, 0.31016815516658014, 0.310156518508808, 1.791822170881345e-05, -0.23759370651745534, -0.23759370651755124, -4.529885444880112e-06, -0.053867569263005496, -0.05386756926397701, -6.242147844917793e-06, 0.29145419362437625, 0.2914541936243246, -0.2465536996715996, -0.24652900307099945, -0.246541998758849, -0.2465335609773026, -0.246545275095517, -0.2465439527641338, (1-9.815643016314236e-12j), (0.45901284569504086+3.204031224181368e-09j), (0.42246882479502257+1.1551668751374343e-08j)
