# uuid IPESS_J1.0_JD0.15_D2_chi_opt80.json
# J, J_D, D, chi_obs, energy, e_t_dns, e_t_ups, m_0, m_1, m_2, sz_0, sp_0, sm_0, sz_1, sp_1, sm_1, sz_2, sp_2, sm_2, SS_dn_01, SS_dn_12, SS_dn_02, SS_up_01, SS_up_12, SS_up_02, l0_x, l1_x, l2_x, l0_y, l1_y, l2_y
1.0, 0.15, 2, 10, -0.45342887890470723, -0.6801540135840591, -0.6801326231300625, 0.39210720829138324, 0.3921074171453272, 0.39210757082211434, -1.0283680291028081e-05, -0.325722734118804, -0.3257227341188062, -9.992542851409398e-06, -0.026190735833151086, -0.026190735833152557, 2.1567046510280682e-05, 0.3519174231589384, 0.3519174231589188, -0.2267272444317372, -0.22671761130514537, -0.2267091578471767, -0.22670452267226793, -0.22671950000224392, -0.22670860045555058, (1-1.205791541518709e-14j), (0.0420154210488657-4.140465312255223e-15j), (0.03331783388012351-5.149116798603642e-15j), (1+4.1499851908824556e-14j), (0.042014961373827237+1.6019562934053754e-16j), (0.0333173751126881-3.4739899282329617e-15j)
1.0, 0.15, 2, 20, -0.4534288789047024, -0.6801540135840484, -0.680132623130059, 0.39210720829137435, 0.39210741714525105, 0.3921075708222953, -1.0283680295757713e-05, -0.32572273411879626, -0.3257227341188004, -9.992542849531748e-06, -0.02619073583316789, -0.0261907358331197, 2.1567046507376257e-05, 0.35191742315910224, 0.35191742315907454, -0.22672724443174963, -0.22671761130512338, -0.22670915784717552, -0.22670452267226648, -0.22671950000224608, -0.22670860045554642, (1-3.490981730281684e-15j), (0.04201542104884838+3.433717741612727e-15j), (0.03331783388011254+6.149988620634549e-15j), (1-3.0710826427076406e-14j), (0.0420149613738589-1.3931385660202315e-15j), (0.0333173751127361+7.868440356158126e-16j)
1.0, 0.15, 2, 40, -0.4534288789047033, -0.6801540135840506, -0.6801326231300594, 0.39210720829137635, 0.39210741714543274, 0.39210757082205105, -1.0283680289099446e-05, -0.32572273411881214, -0.32572273411880714, -9.99254284621425e-06, -0.026190735833143058, -0.02619073583314075, 2.1567046513287703e-05, 0.3519174231588753, 0.3519174231588207, -0.22672724443172648, -0.22671761130514617, -0.22670915784717846, -0.22670452267226357, -0.22671950000224397, -0.2267086004555518, (1+1.4223180988768306e-14j), (0.04201542104887147-5.614824157472852e-15j), (0.03331783388012933-1.2215916100749897e-14j), (1-1.4840080490531802e-14j), (0.042014961373809605-6.155946540330999e-15j), (0.0333173751126901-1.1294244354493848e-14j)
1.0, 0.15, 2, 80, -0.4534288789047033, -0.6801540135840506, -0.6801326231300594, 0.39210720829137635, 0.39210741714543274, 0.39210757082205105, -1.0283680289099446e-05, -0.32572273411881214, -0.32572273411880714, -9.99254284621425e-06, -0.026190735833143058, -0.02619073583314075, 2.1567046513287703e-05, 0.3519174231588753, 0.3519174231588207, -0.22672724443172648, -0.22671761130514617, -0.22670915784717846, -0.2267045226722636, -0.22671950000224403, -0.22670860045555175, (1+1.4246793501390247e-14j), (0.042015421048871446-5.482908057194246e-15j), (0.033317833880129454-1.2374073669538048e-14j), (1-1.4897448525771673e-14j), (0.04201496137380931-6.13889583800564e-15j), (0.03331737511268993-1.1402710129049975e-14j)
