# uuid IPEPS_J1.0_JD0.04_D8_chi_opt80.json
# J, J_D, D, chi_obs, energy, e_t_dns, e_t_ups, m_0, m_1, m_2, sz_0, sp_0, sm_0, sz_1, sp_1, sm_1, sz_2, sp_2, sm_2, SS_dn_01, SS_dn_12, SS_dn_02, SS_up_01, SS_up_12, SS_up_02, l0_x, l1_x, l2_x, l0_y, l1_y, l2_y
1.0, 0.04, 8, 10, -0.44029759540105157, -0.6605713565094242, -0.6603214296937304, 0.11834791716569278, 0.11826995627139628, 0.11824595209092123, 1.9197391309967542e-05, -0.032193897573561926, -0.032193811850353075, 1.926395864010013e-05, 0.11464519493457402, 0.11464488997797948, -3.2086845671851296e-05, -0.082429459234329, -0.0824292290039955, -0.22036781884992157, -0.22024329316245336, -0.21996024449706378, -0.21959571251827723, -0.22024906382895845, -0.22047665334649477, (0.9999902271056911+0.004421051131624706j), (0.32428143820486954+0.0014336778320354117j), (-0.1763735396639395+0.025858872197594373j), (0.9999981085516862-0.0019449660794190725j), (0.3252019070382931-0.0006325120314909845j), (0.17657152309078247-0.0003434206947873458j)
1.0, 0.04, 8, 20, -0.44040791211168845, -0.6607883271062167, -0.6604354092288487, 0.11781147681078771, 0.1176782405605028, 0.11768325906813008, 3.1282895895434685e-05, -0.03207536970165025, -0.03207536547096417, 7.163600682590756e-05, 0.11405646887245553, 0.11405647188670787, -7.003251808893977e-05, -0.08197799355867597, -0.0819779939701896, -0.22042422460875769, -0.22035542246448608, -0.22000868003287571, -0.2195222048459745, -0.22036804912887903, -0.2205451552539951, (0.9999980058788466-0.001997057417823643j), (0.384567488534141-0.0007680049820913223j), (0.2675104627255637-0.0005342339173494036j), (0.9999997194194074-0.0007491068726080407j), (0.38500809906627376-0.0002884119515339962j), (0.26937182302513973-0.00020178812377059384j)
1.0, 0.04, 8, 40, -0.4404199381814706, -0.660810969885583, -0.6604488446588289, 0.1177077687052172, 0.11759768807529448, 0.11760908400700194, 2.6353942035804317e-05, -0.03206446749196334, -0.03206445876149619, 7.66843210036882e-05, 0.11398382087546632, 0.11398378395034371, -7.002916348427435e-05, -0.08191507702005998, -0.0819150509321439, -0.22043076642480747, -0.2203591436040778, -0.22002105985672565, -0.2195363009542034, -0.220374990802932, -0.2205375529016935, (0.9999989450348477+0.0014525595311401078j), (0.3948435498131222+0.0005735340176671981j), (0.2888804614170448+0.00041961725592217j), (0.9999978879644926-0.0020552534038361762j), (0.39449912500289835-0.0008107989836127908j), (0.28797930845249625-0.0005918745388105758j)
1.0, 0.04, 8, 80, -0.4404159793296758, -0.6608028459035663, -0.6604450920854611, 0.1177011539021623, 0.11759152081747003, 0.11760374439987999, 2.562605818012648e-05, -0.032062933991695436, -0.032062933991689725, 7.681794314225313e-05, 0.113978463088868, 0.11397846308885391, -7.012587555672509e-05, -0.08191248448463813, -0.0819124844846188, -0.22042472050448286, -0.22035548356600654, -0.2200226418330165, -0.21953696879243176, -0.22037412343340282, -0.2205339998596265, (1-5.333678119495107e-17j), (0.4004105959674223-9.27408969062782e-14j), (0.30282179449844554-2.7357303403262563e-13j), (1+3.0658865619034465e-15j), (0.4016404720371596+4.823079396793104e-13j), (0.3073858924499287+1.4875812849564733e-12j)
