# uuid IPESS_J1.0_JD0.25_D4_chi_opt40.json
# J, J_D, D, chi_obs, energy, e_t_dns, e_t_ups, m_0, m_1, m_2, sz_0, sp_0, sm_0, sz_1, sp_1, sm_1, sz_2, sp_2, sm_2, SS_dn_01, SS_dn_12, SS_dn_02, SS_up_01, SS_up_12, SS_up_02, l0_x, l1_x, l2_x, l0_y, l1_y, l2_y
1.0, 0.25, 4, 10, -0.5126884476296861, -0.7690320243942639, -0.7690333184947946, 0.34376438396653336, 0.3437622235088595, 0.3437599863060421, 2.2715583347480808e-07, -0.2683941338679699, -0.2683941172903631, 6.227414044196182e-07, -0.0518238645907146, -0.051823862272294484, -5.082405377956903e-07, 0.3202149953121986, 0.32021502179335304, -0.25634351835159064, -0.25634239075711185, -0.25634611528556167, -0.25634320717947384, -0.2563461230940239, -0.2563439882212968, (0.9999999349667799+0.00036064724606936835j), (0.23980490656204068+8.648475698060376e-05j), (0.17714616404102732+6.388639563501038e-05j), (0.9999746490423718+0.007120482609022019j), (0.24061257460846797+0.0017133208607222764j), (0.17959343856606813+0.0012788241403877598j)
1.0, 0.25, 4, 20, -0.512688440708276, -0.7690319908001024, -0.7690333313247255, 0.3437643277138906, 0.3437621892645639, 0.3437599357548854, 2.2710944452988144e-07, -0.26839410379725903, -0.26839410379725703, 6.19911856485287e-07, -0.05182384049059409, -0.051823840490757174, -5.066656008739893e-07, 0.32021493741234414, 0.3202149374123625, -0.2563435390298802, -0.25634241198546037, -0.25634603978479237, -0.2563431928344334, -0.25634613530171213, -0.25634400318857986, (1+7.491737734381633e-14j), (0.2546831853991451+1.0672628227928377e-09j), (0.22575424753275022+3.770354556209372e-09j), (1-8.776092109638817e-13j), (0.25467683412399245-1.4134069190857076e-11j), (0.2257335236778404+1.795975322050951e-11j)
1.0, 0.25, 4, 40, -0.5126884407082987, -0.76903199080012, -0.769033331324776, 0.3437643277138417, 0.34376218926495145, 0.3437599357552547, 2.2710933430487177e-07, -0.2683941037994713, -0.2683941037995585, 6.19911872023194e-07, -0.051823840488883784, -0.05182384048879788, -5.066656159303822e-07, 0.32021493741180534, 0.3202149374116886, -0.25634353903027296, -0.2563424119836219, -0.25634603978625625, -0.256343192833985, -0.2563461353014852, -0.25634400318930584, (1+9.912340103770913e-13j), (0.2546831848013236+4.3876757276811376e-10j), (0.2257542481477336+2.586345309624992e-09j), (0.9999999999999999-5.220069813029542e-11j), (0.25467683668346647-6.444060207493526e-10j), (0.22573353160036547-2.1353631061466262e-09j)
1.0, 0.25, 4, 80, -0.5126884407141742, -0.7690319908370872, -0.7690333313054352, 0.3437643278247064, 0.34376218936497843, 0.3437599356034445, 2.2710007855800265e-07, -0.2683940856897417, -0.2683940856897007, 6.198926152658226e-07, -0.05182387721887653, -0.05182387721893854, -5.066502387859805e-07, 0.32021490016731824, 0.3202149001672226, -0.25634348040339827, -0.25634241232073396, -0.2563460981129737, -0.25634313232729933, -0.256346192347914, -0.2563440066302217, (0.9999999999999999+9.573111280897419e-13j), (0.2546831844177617+1.027395798147807e-09j), (0.22575424394721497+2.649887636375317e-09j), (1-2.0204741907543237e-11j), (0.25467683233870525-1.1000264764634668e-09j), (0.2257335162123846-3.0441867996624042e-09j)
