# uuid IPEPS_J1.0_JD0.02_D4_chi_opt20.json
# J, J_D, D, chi_obs, energy, e_t_dns, e_t_ups, m_0, m_1, m_2, sz_0, sp_0, sm_0, sz_1, sp_1, sm_1, sz_2, sp_2, sm_2, SS_dn_01, SS_dn_12, SS_dn_02, SS_up_01, SS_up_12, SS_up_02, l0_x, l1_x, l2_x, l0_y, l1_y, l2_y
1.0, 0.02, 4, 10, -0.4333401104814317, -0.6521067493215089, -0.6479135821227863, 0.1413550279650946, 0.1347705462798611, 0.13476975172293812, 4.6604707981431586e-06, -0.06597250731548353, -0.06597250731314097, 9.394626766273484e-07, 0.13454628941484198, 0.13454628944271488, -6.61529422640851e-06, -0.06951614893198563, -0.06951614895675905, -0.21679593852192983, -0.21679245069116254, -0.21851836010842984, -0.21086122405801638, -0.21852696100148264, -0.21852539706328727, (0.9999999989499434+4.5826990066012896e-05j), (0.14056488370572903-0.020722494273724645j), (0.14056298380834642+0.020735377499815615j), (0.9999998516063848+0.0005447817987691449j), (0.14043269016571416+0.02084971516136696j), (0.14045532389050225-0.02069669244433892j)
1.0, 0.02, 4, 20, -0.43334067260553005, -0.6521091572803108, -0.6479128605362794, 0.1413551059705724, 0.1347662006738329, 0.13476504289276656, 4.825613236139335e-06, -0.06597303507106103, -0.0659730350710621, 1.1770510192831714e-06, 0.13454181606236598, 0.13454181606237228, -6.3403391289604e-06, -0.06951075818201619, -0.06951075818201535, -0.21679935694935926, -0.21679598574514353, -0.21851381458579178, -0.21085836404723898, -0.21852790019494905, -0.21852659629409138, (1-2.1768362700101293e-15j), (0.14784230351767835-0.038013405095827985j), (0.147842303516153+0.03801340509605025j), (0.9999999999999999-6.517974193694888e-16j), (0.14774941487150664+0.03810273452407485j), (0.1477494148698276-0.03810273452433765j)
1.0, 0.02, 4, 40, -0.43334066132070626, -0.6521091197541564, -0.6479128642079623, 0.14135508622573975, 0.1347663032338092, 0.134765137363646, 4.826721813377321e-06, -0.06597303689250505, -0.0659730368924962, 1.177823271184964e-06, 0.1345419177911409, 0.13454191779113925, -6.3378274625830894e-06, -0.06951078507223729, -0.06951078507223703, -0.21679931393710195, -0.21679596554134298, -0.2185138402757458, -0.21085826653621417, -0.21852795034760086, -0.2185266473241473, (1+5.4708612580526557e-14j), (0.14879912395922093+0.03960080138493978j), (0.14879912390241912-0.03960080133664714j), (1-5.142519421052854e-15j), (0.14874369963561207+0.03964024675630482j), (0.14874369954041236-0.03964024662332321j)
1.0, 0.02, 4, 80, -0.4333406615282662, -0.6521091199356052, -0.6479128646491934, 0.14135508686621728, 0.13476630325959554, 0.1347651374263781, 4.826715949400372e-06, -0.06597303711787973, -0.06597303711783997, 1.1778120330683182e-06, 0.1345419177729174, 0.13454191777294727, -6.337830464973251e-06, -0.06951078447885208, -0.06951078447884142, -0.2167993141469984, -0.21679596567659395, -0.21851384011202707, -0.21085826694219068, -0.2185279503200288, -0.21852664738697392, (1+2.0985475625585823e-11j), (0.14984197324071866+0.042736521208115344j), (0.14984197006422953-0.042736521876385464j), (1+3.386015076224698e-13j), (0.1497952408333265-0.042766558132738525j), (0.1497952406158825+0.04276655753027448j)
