# uuid IPEPS_J1.0_JD0.25_D8_chi_opt80.json
# J, J_D, D, chi_obs, energy, e_t_dns, e_t_ups, m_0, m_1, m_2, sz_0, sp_0, sm_0, sz_1, sp_1, sm_1, sz_2, sp_2, sm_2, SS_dn_01, SS_dn_12, SS_dn_02, SS_up_01, SS_up_12, SS_up_02, l0_x, l1_x, l2_x
1.0, 0.25, 8, 10, -0.5137621183553942, -0.7706750328995595, -0.7706113221666231, 0.32089318103331316, 0.32087764425509396, 0.3208777692930713, -4.8241918025135815e-06, -0.0995063419958846, -0.09950635837407111, -7.102394253042037e-06, 0.3139378073753515, 0.31393822572596725, 5.856702615530893e-06, -0.21444095006257466, -0.21444097609185986, -0.2569067172872468, -0.25693072646908854, -0.2568375891432187, -0.2567733628599136, -0.25691778317289926, -0.25692017613381013, (0.9999997332883749+0.0007303582539290579j), (0.6166486791939727+0.0004503583311399576j), (0.45452415555905124+0.00033195044666505706j)
1.0, 0.25, 8, 20, -0.5137596568751669, -0.7706697725302605, -0.7706091980952401, 0.3207930513322865, 0.32080736422538775, 0.3208071297024832, -6.731569116305103e-06, -0.09948246033979043, -0.09948224723432288, -1.058989197121923e-05, 0.3138717381526469, 0.31387111108028415, 1.0751704083395303e-05, -0.21438831577688885, -0.21438797312655433, -0.2569042796737894, -0.25692199334668353, -0.2568434995098128, -0.2567923950729655, -0.25690879913819803, -0.25690800388407664, (0.9999978743302848-0.002061876551161768j), (0.6360031801770472-0.0013113605603174035j), (0.5082764316837319-0.0010480042152328562j)
1.0, 0.25, 8, 40, -0.5137591941950203, -0.770668366730745, -0.7706092158543155, 0.3207889388988222, 0.3208032602329652, 0.320803127754081, -6.706588754426808e-06, -0.09947757169189955, -0.09947728563487737, -1.0634760714886847e-05, 0.313867062185911, 0.3138662702860559, 1.0516982152647751e-05, -0.21438733113787195, -0.21438670892756367, -0.25690519228303427, -0.2569211072485691, -0.2568420671992419, -0.256793991554509, -0.2569077076695776, -0.2569075166302289, (0.9999999330716272+0.0003658643752394573j), (0.6544721224107787+0.00023944866825685777j), (0.5711155266410722+0.00020895325749565737j)
1.0, 0.25, 8, 80, -0.5137591685936925, -0.7706683827939136, -0.770609122987164, 0.3207888192110225, 0.3208031358879923, 0.3208029940690597, -6.704857017045515e-06, -0.09947981111864461, -0.09947981111864049, -1.0645501353022622e-05, 0.313867061459049, 0.31386706145902765, 1.0519027861264296e-05, -0.2143848799512531, -0.2143848799512512, -0.25690532663332405, -0.25692117151225746, -0.2568418846487921, -0.25679421327229335, -0.2569074494942608, -0.2569074602206099, (1-5.781187892031374e-13j), (0.6632660918679718-2.7559066064438035e-11j), (0.6030507408168226-9.23417348271376e-11j)
