# uuid IPESS_J1.0_JD0.02_D6_chi_opt20.json
# J, J_D, D, chi_obs, energy, e_t_dns, e_t_ups, m_0, m_1, m_2, sz_0, sp_0, sm_0, sz_1, sp_1, sm_1, sz_2, sp_2, sm_2, SS_dn_01, SS_dn_12, SS_dn_02, SS_up_01, SS_up_12, SS_up_02, l0_x, l1_x, l2_x, l0_y, l1_y, l2_y
1.0, 0.02, 6, 10, -0.43481137727377933, -0.6522175382343248, -0.6522165935870132, 0.12713543268077268, 0.12714035871030566, 0.12713198288623404, 5.252785504985003e-06, -0.11036010511968299, -0.11036010515221363, 1.4589446464177493e-05, 0.0005123093920978702, 0.0005123093301193634, -1.018444880070517e-05, 0.10984546016975698, 0.10984546031640399, -0.21740951866803648, -0.21739511258921693, -0.2174129069770969, -0.2174065870079125, -0.21741544466560972, -0.21739456191349102, (0.9997135244697101-0.02393468178920789j), (0.17368533782322482-0.0041582945411467245j), (0.15391895072935236-0.0036850569409229874j), (0.9998865926132027+0.015059943969331404j), (0.1737452262342979+0.0026168901373958653j), (0.1552970423056109+0.0023390297763724913j)
1.0, 0.02, 6, 20, -0.4348166183762198, -0.6522261770415301, -0.6522236780871293, 0.12712734059008785, 0.12712687631742942, 0.12711987086504367, 5.5505496931107786e-06, -0.11035330471998328, -0.11035330600470987, 1.199785511557272e-05, 0.0005193638096541525, 0.0005193637815641487, -1.4178526221792009e-05, 0.10983478087587953, 0.109834782761052, -0.2174167103622916, -0.21740274844817975, -0.21740671823105662, -0.21740231275544766, -0.2174169356280467, -0.217404429703635, (0.9998414940969723-0.017804119802284944j), (0.17396801211375038-0.00309783835957596j), (0.17190532487803772-0.0030611081581808646j), (0.9999451509231575-0.010473545018939562j), (0.17399463686209835-0.0018224406186309885j), (0.1713137670238165-0.0017943609188375146j)
1.0, 0.02, 6, 40, -0.43481662145442784, -0.6522261699838704, -0.6522236943794133, 0.12712723985542135, 0.12712693177472467, 0.12711989596680182, 5.440784280019038e-06, -0.11035320929012087, -0.11035320929013177, 1.195433828716208e-05, 0.0005194578664553437, 0.0005194578664808526, -1.4029325795076884e-05, 0.10983483671602082, 0.1098348367160057, -0.2174168124289261, -0.21740288857486156, -0.21740646898004518, -0.21740245082957405, -0.21741686159900223, -0.21740438195083686, (1-1.0401536948620747e-12j), (0.1812845045099306+2.406675802969769e-11j), (0.17948654274803472-3.685308136439888e-12j), (1+2.0616536854749503e-15j), (0.18134448906569986-1.1586830524098904e-11j), (0.17943575631219516-1.7314144749710383e-11j)
1.0, 0.02, 6, 80, -0.4348166205176363, -0.6522261697526239, -0.652223691800285, 0.12712723884220076, 0.12712693171474457, 0.12711989487995853, 5.441013478145299e-06, -0.11035320791184441, -0.1103532079117812, 1.1954073936299533e-05, 0.0005194574964785301, 0.0005194574970458391, -1.4029831622228178e-05, 0.10983483707574679, 0.1098348370770481, -0.21741681154374123, -0.2174028881094989, -0.21740647009934508, -0.21740245190045496, -0.2174168596514166, -0.2174043802484134, (1+1.4110829166137936e-10j), (0.18403157563298944+5.657814515663308e-10j), (0.17907751916147369-3.860298898416146e-09j), (1+3.5294822284217147e-12j), (0.1840754739121131+1.2220503620998047e-09j), (0.17911204117697235-3.2572855977421355e-09j)
