# uuid IPEPS_J1.0_JD0.01_D2_chi_opt80.json
# J, J_D, D, chi_obs, energy, e_t_dns, e_t_ups, m_0, m_1, m_2, sz_0, sp_0, sm_0, sz_1, sp_1, sm_1, sz_2, sp_2, sm_2, SS_dn_01, SS_dn_12, SS_dn_02, SS_up_01, SS_up_12, SS_up_02, l0_x, l1_x, l2_x, l0_y, l1_y, l2_y
1.0, 0.01, 2, 10, -0.4080998029425465, -0.6311573230406525, -0.5931420857869871, 0.3000490861351177, 0.3156694407222823, 0.31566990537093587, -2.1049698649396146e-05, -0.13805177624031775, -0.13805177624031906, 5.47575611350488e-05, 0.3151076677039209, 0.31510766770392007, -2.7417176693378203e-05, -0.16630932184693564, -0.1663093218469392, -0.22241963930490882, -0.22241753368307846, -0.18632015005266656, -0.16750808489681462, -0.2128196786851494, -0.21281432220502308, (1-2.862267678421684e-11j), (0.10937300804269168-2.5781142830047195e-11j), (0.10187181638279583-3.9527460621444786e-11j), (1-4.3552186592307404e-12j), (0.10936026182313757+4.0505529544558784e-11j), (0.1018409001235604+4.029249272114962e-11j)
1.0, 0.01, 2, 20, -0.40809980294254583, -0.6311573230406531, -0.5931420857869845, 0.30004908613511944, 0.31566944072228903, 0.3156699053709598, -2.1049698631581024e-05, -0.13805177624032344, -0.1380517762403148, 5.47575611339054e-05, 0.31510766770392107, 0.31510766770393206, -2.7417176698251624e-05, -0.1663093218469277, -0.1663093218469394, -0.2224196393049064, -0.2224175336830785, -0.18632015005267052, -0.16750808489683433, -0.21281967868512755, -0.2128143222050226, (0.9999999999999999-2.7771340779593952e-11j), (0.10937300805884233+1.818591694507833e-11j), (0.10187181639864978+3.258555746504411e-12j), (1+5.670435603947895e-12j), (0.10936026188738251-4.9309601745670834e-11j), (0.10184090011390404-9.263954380940206e-11j)
1.0, 0.01, 2, 40, -0.40809980294254394, -0.6311573230406597, -0.593142085786972, 0.3000490861351295, 0.3156694407223132, 0.3156699053709517, -2.104969863430825e-05, -0.13805177624030787, -0.13805177624030723, 5.475756114479315e-05, 0.31510766770395143, 0.3151076677039495, -2.741717670443458e-05, -0.16630932184693883, -0.1663093218469447, -0.22241963930495046, -0.22241753368306103, -0.18632015005264904, -0.16750808489684926, -0.21281967868512988, -0.21281432220499286, (0.9999999999999999+4.2980552523419825e-11j), (0.1093730084425163+4.413411193837067e-10j), (0.10187181714927981+7.433132575335652e-10j), (1+1.5000541373748614e-11j), (0.10936026157945498+3.28714257434882e-10j), (0.1018408995106614+8.38512091120086e-10j)
1.0, 0.01, 2, 80, -0.40809980294254383, -0.6311573230406597, -0.5931420857869719, 0.3000490861351295, 0.3156694407223132, 0.3156699053709517, -2.104969863430825e-05, -0.13805177624030787, -0.13805177624030723, 5.475756114479315e-05, 0.31510766770395143, 0.3151076677039495, -2.741717670443458e-05, -0.16630932184693883, -0.1663093218469447, -0.22241963930495046, -0.22241753368306103, -0.18632015005264904, -0.1675080848968493, -0.21281967868512988, -0.2128143222049929, (0.9999999999999999+4.298052291677792e-11j), (0.10937300844251455+4.4134094690071373e-10j), (0.10187181714928499+7.433142749076974e-10j), (1+1.5000545229555523e-11j), (0.10936026157945634+3.2871386181661485e-10j), (0.10184089951065978+8.385126341000098e-10j)
