# uuid IPEPS_J1.0_JD0.0_D4_chi_opt80.json
# J, J_D, D, chi_obs, energy, e_t_dns, e_t_ups, m_0, m_1, m_2, sz_0, sp_0, sm_0, sz_1, sp_1, sm_1, sz_2, sp_2, sm_2, SS_dn_01, SS_dn_12, SS_dn_02, SS_up_01, SS_up_12, SS_up_02, l0_x, l1_x, l2_x, l0_y, l1_y, l2_y
1.0, 0.0, 4, 10, -0.43038324474199036, -0.6491564205493209, -0.6419933136766502, 0.11177447727533833, 0.09988617750151378, 0.09988843807220091, -0.04083230525161622, 0.10404929457609946, 0.10404930338182988, -0.058309485348330185, -0.08110026110627877, -0.08110026138704471, 0.0979056919852291, -0.019803407080072995, -0.019803437651493137, -0.21492649000330535, -0.2193052291930103, -0.2149247013529992, -0.20643264184136226, -0.21777976201743246, -0.2177809098178555, (1+0j), (0.17208366975111594+0j), (-0.16384657221043217+0j), (1+0j), (0.17195873798643113+0j), (-0.1638976567559616+0j)
1.0, 0.0, 4, 20, -0.4303867565110548, -0.6491587751406775, -0.6420014943924868, 0.11176502774631217, 0.0998829862022899, 0.09988428594803524, -0.04082969483103387, 0.10404017227561044, 0.10404017227560926, -0.058309221140923705, -0.08109652065671355, -0.08109652065672492, 0.09790289138254503, -0.01979632385788983, -0.01979632385788986, -0.21492959185469013, -0.2193022054772322, -0.21492697780877182, -0.20643594492435896, -0.21778142246880475, -0.21778412699932312, (1+0j), (0.17419677603947345+0j), (-0.1677301023903788+0.004043568393742616j), (1+0j), (0.17432180433284028+0j), (-0.16772724282790913+0.003914119487953352j)
1.0, 0.0, 4, 40, -0.4303867045794374, -0.6491587545986, -0.6420013591397121, 0.11176501686999807, 0.09988307962989207, 0.09988433728274952, -0.040829709216568214, 0.1040401549462591, 0.10404015494625753, -0.058309339538387336, -0.08109655059833526, -0.08109655059833609, 0.0979029592739879, -0.01979624711429003, -0.019796247114284862, -0.21492964695025327, -0.21930209275916945, -0.21492701488923524, -0.20643603874516878, -0.21778131905581205, -0.21778400133873121, (1+0j), (0.17847070174210175+0j), (-0.17368021148873874+0.003558340598946163j), (1+0j), (0.1788110538062758+0j), (-0.17316827402057894+0.003536198530505606j)
1.0, 0.0, 4, 80, -0.4303867060789511, -0.6491587551117454, -0.642001363125108, 0.11176501578350857, 0.09988307950111273, 0.0998843358566171, -0.04082970900194457, 0.10404015386331857, 0.10404015386333246, -0.05830933921769101, -0.08109655067029693, -0.08109655067031925, 0.09790295784609332, -0.019796246980262677, -0.019796246980262673, -0.2149296476262567, -0.21930209258045247, -0.2149270149050027, -0.20643603581806427, -0.21778132283737828, -0.2177840044696655, (1+0j), (0.1820271997952199+0j), (-0.18072991516824402+0j), (1+0j), (0.18200399720780489+0j), (-0.17994823384793376+0j)
